15:21:15 INFO  manager.ApplicationManager - Tests start on Firefox
15:21:16 INFO  tests.TestBase - Method loginPositiveTest is started
15:21:16 INFO  manager.WdListener - Start searching element ---> By.xpath: //a[.=' Logout ']
15:21:21 INFO  manager.WdListener - Element with locator ---> By.xpath: //a[.=' Logout '] is found
15:21:21 INFO  manager.WdListener - Start searching element ---> By.xpath: //a[.=' Log in ']
15:21:21 INFO  manager.WdListener - Element with locator ---> By.xpath: //a[.=' Log in '] is found
15:21:21 INFO  manager.WdListener - Start searching element ---> By.xpath: //input[@id='email']
15:21:21 INFO  manager.WdListener - Element with locator ---> By.xpath: //input[@id='email'] is found
15:21:22 INFO  manager.WdListener - Start searching element ---> By.xpath: //input[@id='password']
15:21:22 INFO  manager.WdListener - Element with locator ---> By.xpath: //input[@id='password'] is found
15:21:22 INFO  manager.WdListener - Start searching element ---> By.xpath: //button[@type='submit']
15:21:22 INFO  manager.WdListener - Element with locator ---> By.xpath: //button[@type='submit'] is found
15:21:27 INFO  manager.WdListener - Start searching element ---> By.xpath: //h2[.='Logged in success']
15:21:27 INFO  manager.WdListener - Element with locator ---> By.xpath: //h2[.='Logged in success'] is found
15:21:27 INFO  manager.WdListener - Start searching element ---> By.xpath: //button[.='Ok']
15:21:27 INFO  manager.WdListener - Element with locator ---> By.xpath: //button[.='Ok'] is found
15:21:27 INFO  tests.TestBase - ================================================================
15:21:27 INFO  tests.TestBase - Method loginPositiveTestThree is started
15:21:27 INFO  manager.WdListener - Start searching element ---> By.xpath: //a[.=' Logout ']
15:21:27 INFO  manager.WdListener - Element with locator ---> By.xpath: //a[.=' Logout '] is found
15:21:27 INFO  manager.WdListener - Start searching element ---> By.xpath: //a[.=' Logout ']
15:21:27 INFO  manager.WdListener - Element with locator ---> By.xpath: //a[.=' Logout '] is found
15:21:28 INFO  manager.WdListener - Start searching element ---> By.xpath: //a[.=' Log in ']
15:21:28 INFO  manager.WdListener - Element with locator ---> By.xpath: //a[.=' Log in '] is found
15:21:28 INFO  manager.WdListener - Start searching element ---> By.xpath: //input[@id='email']
15:21:28 INFO  manager.WdListener - Element with locator ---> By.xpath: //input[@id='email'] is found
15:21:28 INFO  manager.WdListener - Start searching element ---> By.xpath: //input[@id='password']
15:21:28 INFO  manager.WdListener - Element with locator ---> By.xpath: //input[@id='password'] is found
15:21:28 INFO  manager.WdListener - Start searching element ---> By.xpath: //button[@type='submit']
15:21:28 INFO  manager.WdListener - Element with locator ---> By.xpath: //button[@type='submit'] is found
15:21:33 INFO  manager.WdListener - Start searching element ---> By.xpath: //h2[.='Logged in success']
15:21:33 INFO  manager.WdListener - Element with locator ---> By.xpath: //h2[.='Logged in success'] is found
15:21:33 INFO  manager.WdListener - Start searching element ---> By.xpath: //button[.='Ok']
15:21:33 INFO  manager.WdListener - Element with locator ---> By.xpath: //button[.='Ok'] is found
15:21:34 INFO  tests.TestBase - ================================================================
15:21:34 INFO  tests.TestBase - Method loginPositiveTestTwo is started
15:21:34 INFO  manager.WdListener - Start searching element ---> By.xpath: //a[.=' Logout ']
15:21:34 INFO  manager.WdListener - Element with locator ---> By.xpath: //a[.=' Logout '] is found
15:21:34 INFO  manager.WdListener - Start searching element ---> By.xpath: //a[.=' Logout ']
15:21:34 INFO  manager.WdListener - Element with locator ---> By.xpath: //a[.=' Logout '] is found
15:21:34 INFO  manager.WdListener - Start searching element ---> By.xpath: //a[.=' Log in ']
15:21:34 INFO  manager.WdListener - Element with locator ---> By.xpath: //a[.=' Log in '] is found
15:21:34 INFO  manager.WdListener - Start searching element ---> By.xpath: //input[@id='email']
15:21:34 INFO  manager.WdListener - Element with locator ---> By.xpath: //input[@id='email'] is found
15:21:34 INFO  manager.WdListener - Start searching element ---> By.xpath: //input[@id='password']
15:21:34 INFO  manager.WdListener - Element with locator ---> By.xpath: //input[@id='password'] is found
15:21:35 INFO  manager.WdListener - Start searching element ---> By.xpath: //button[@type='submit']
15:21:35 INFO  manager.WdListener - Element with locator ---> By.xpath: //button[@type='submit'] is found
15:21:40 INFO  manager.WdListener - Start searching element ---> By.xpath: //h2[.='Logged in success']
15:21:40 INFO  manager.WdListener - Element with locator ---> By.xpath: //h2[.='Logged in success'] is found
15:21:40 INFO  manager.WdListener - Start searching element ---> By.xpath: //button[.='Ok']
15:21:40 INFO  manager.WdListener - Element with locator ---> By.xpath: //button[.='Ok'] is found
15:21:40 INFO  tests.TestBase - ================================================================
